Vehicle Lighting System Analysis Results
==================================================
Light: Low Beam | Result: desactivated
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Right | Result: activated
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: activated
Light: Parking Right | Result: activated
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: FAILED
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: FAILED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
Light: Parking Left | Result: FAILED
Light: Parking Right | Result: FAILED
Light: Hazard Lights | Result: activated
Light: Right Turn | Result: activated
Light: Left Turn | Result: activated
Light: Low Beam | Result: activated
Light: High Beam | Result: PASSED
